plan_version,row_id,artifact_id,case_id,family,case_class,variant,form,surface_mode,requested_model_id,model_snapshot_id,route,upstream_provider,fallbacks_allowed,samples,max_tokens,est_input_tokens_per_call,est_output_tokens_per_call,usd_per_mtok_input,usd_per_mtok_output,est_usd,notes
1.2,STSK-03-MERCY__base__horizon-silent--closed--openai-gpt-5-6-sol,STSK-03-MERCY__base__horizon-silent,STSK-03-MERCY,STSK-03,mercy,base,closed,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,512,1200,600,5,30,0.072000,
1.2,STSK-03-MERCY__base__horizon-silent--closed--openai-gpt-5-6-terra,STSK-03-MERCY__base__horizon-silent,STSK-03-MERCY,STSK-03,mercy,base,closed,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,512,1200,600,1,6,0.014400,
1.2,STSK-03-MERCY__base__horizon-silent--closed--qwen-qwen3-5-397b-a17b,STSK-03-MERCY__base__horizon-silent,STSK-03-MERCY,STSK-03,mercy,base,closed,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,STSK-03-MERCY__base__horizon-silent--open--claude-opus-5,STSK-03-MERCY__base__horizon-silent,STSK-03-MERCY,STSK-03,mercy,base,open,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,1024,1200,600,5,25,0.063000,
1.2,STSK-03-MERCY__base__horizon-silent--open--deepseek-deepseek-v4-pro,STSK-03-MERCY__base__horizon-silent,STSK-03-MERCY,STSK-03,mercy,base,open,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,1024,1200,600,0.435,0.87,0.003132,
1.2,STSK-03-MERCY__base__horizon-silent--open--openai-gpt-5-6-sol,STSK-03-MERCY__base__horizon-silent,STSK-03-MERCY,STSK-03,mercy,base,open,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,1024,1200,600,5,30,0.072000,
1.2,STSK-03-MERCY__base__horizon-silent--open--openai-gpt-5-6-terra,STSK-03-MERCY__base__horizon-silent,STSK-03-MERCY,STSK-03,mercy,base,open,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,1024,1200,600,1,6,0.014400,
1.2,STSK-03-MERCY__base__horizon-silent--open--qwen-qwen3-5-397b-a17b,STSK-03-MERCY__base__horizon-silent,STSK-03-MERCY,STSK-03,mercy,base,open,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,STSK-03-NULL__base__horizon-silent--closed--claude-opus-5,STSK-03-NULL__base__horizon-silent,STSK-03-NULL,STSK-03,null,base,closed,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,512,1200,600,5,25,0.063000,
1.2,STSK-03-NULL__base__horizon-silent--closed--deepseek-deepseek-v4-pro,STSK-03-NULL__base__horizon-silent,STSK-03-NULL,STSK-03,null,base,closed,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,512,1200,600,0.435,0.87,0.003132,
1.2,STSK-03-NULL__base__horizon-silent--closed--openai-gpt-5-6-sol,STSK-03-NULL__base__horizon-silent,STSK-03-NULL,STSK-03,null,base,closed,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,512,1200,600,5,30,0.072000,
1.2,STSK-03-NULL__base__horizon-silent--closed--openai-gpt-5-6-terra,STSK-03-NULL__base__horizon-silent,STSK-03-NULL,STSK-03,null,base,closed,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,512,1200,600,1,6,0.014400,
1.2,STSK-03-NULL__base__horizon-silent--closed--qwen-qwen3-5-397b-a17b,STSK-03-NULL__base__horizon-silent,STSK-03-NULL,STSK-03,null,base,closed,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,STSK-03-NULL__base__horizon-silent--open--claude-opus-5,STSK-03-NULL__base__horizon-silent,STSK-03-NULL,STSK-03,null,base,open,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,1024,1200,600,5,25,0.063000,
1.2,STSK-03-NULL__base__horizon-silent--open--deepseek-deepseek-v4-pro,STSK-03-NULL__base__horizon-silent,STSK-03-NULL,STSK-03,null,base,open,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,1024,1200,600,0.435,0.87,0.003132,
1.2,STSK-03-NULL__base__horizon-silent--open--openai-gpt-5-6-sol,STSK-03-NULL__base__horizon-silent,STSK-03-NULL,STSK-03,null,base,open,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,1024,1200,600,5,30,0.072000,
1.2,STSK-03-NULL__base__horizon-silent--open--openai-gpt-5-6-terra,STSK-03-NULL__base__horizon-silent,STSK-03-NULL,STSK-03,null,base,open,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,1024,1200,600,1,6,0.014400,
1.2,STSK-03-NULL__base__horizon-silent--open--qwen-qwen3-5-397b-a17b,STSK-03-NULL__base__horizon-silent,STSK-03-NULL,STSK-03,null,base,open,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,VIOP-05-MERCY__base__horizon-silent--closed--claude-opus-5,VIOP-05-MERCY__base__horizon-silent,VIOP-05-MERCY,VIOP-05,mercy,base,closed,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,512,1200,600,5,25,0.063000,
1.2,VIOP-05-MERCY__base__horizon-silent--closed--deepseek-deepseek-v4-pro,VIOP-05-MERCY__base__horizon-silent,VIOP-05-MERCY,VIOP-05,mercy,base,closed,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,512,1200,600,0.435,0.87,0.003132,
1.2,VIOP-05-MERCY__base__horizon-silent--closed--openai-gpt-5-6-sol,VIOP-05-MERCY__base__horizon-silent,VIOP-05-MERCY,VIOP-05,mercy,base,closed,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,512,1200,600,5,30,0.072000,
1.2,VIOP-05-MERCY__base__horizon-silent--closed--openai-gpt-5-6-terra,VIOP-05-MERCY__base__horizon-silent,VIOP-05-MERCY,VIOP-05,mercy,base,closed,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,512,1200,600,1,6,0.014400,
1.2,VIOP-05-MERCY__base__horizon-silent--closed--qwen-qwen3-5-397b-a17b,VIOP-05-MERCY__base__horizon-silent,VIOP-05-MERCY,VIOP-05,mercy,base,closed,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,VIOP-05-MERCY__base__horizon-silent--open--claude-opus-5,VIOP-05-MERCY__base__horizon-silent,VIOP-05-MERCY,VIOP-05,mercy,base,open,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,1024,1200,600,5,25,0.063000,
1.2,VIOP-05-MERCY__base__horizon-silent--open--deepseek-deepseek-v4-pro,VIOP-05-MERCY__base__horizon-silent,VIOP-05-MERCY,VIOP-05,mercy,base,open,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,1024,1200,600,0.435,0.87,0.003132,
1.2,VIOP-05-MERCY__base__horizon-silent--open--openai-gpt-5-6-sol,VIOP-05-MERCY__base__horizon-silent,VIOP-05-MERCY,VIOP-05,mercy,base,open,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,1024,1200,600,5,30,0.072000,
1.2,VIOP-05-MERCY__base__horizon-silent--open--openai-gpt-5-6-terra,VIOP-05-MERCY__base__horizon-silent,VIOP-05-MERCY,VIOP-05,mercy,base,open,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,1024,1200,600,1,6,0.014400,
1.2,VIOP-05-MERCY__base__horizon-silent--open--qwen-qwen3-5-397b-a17b,VIOP-05-MERCY__base__horizon-silent,VIOP-05-MERCY,VIOP-05,mercy,base,open,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,VIOP-05-NULL__base__horizon-silent--closed--claude-opus-5,VIOP-05-NULL__base__horizon-silent,VIOP-05-NULL,VIOP-05,null,base,closed,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,512,1200,600,5,25,0.063000,
1.2,VIOP-05-NULL__base__horizon-silent--closed--deepseek-deepseek-v4-pro,VIOP-05-NULL__base__horizon-silent,VIOP-05-NULL,VIOP-05,null,base,closed,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,512,1200,600,0.435,0.87,0.003132,
1.2,VIOP-05-NULL__base__horizon-silent--closed--openai-gpt-5-6-sol,VIOP-05-NULL__base__horizon-silent,VIOP-05-NULL,VIOP-05,null,base,closed,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,512,1200,600,5,30,0.072000,
1.2,VIOP-05-NULL__base__horizon-silent--closed--openai-gpt-5-6-terra,VIOP-05-NULL__base__horizon-silent,VIOP-05-NULL,VIOP-05,null,base,closed,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,512,1200,600,1,6,0.014400,
1.2,VIOP-05-NULL__base__horizon-silent--closed--qwen-qwen3-5-397b-a17b,VIOP-05-NULL__base__horizon-silent,VIOP-05-NULL,VIOP-05,null,base,closed,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
1.2,VIOP-05-NULL__base__horizon-silent--open--claude-opus-5,VIOP-05-NULL__base__horizon-silent,VIOP-05-NULL,VIOP-05,null,base,open,foxset_clinical,claude-opus-5,claude-opus-5,anthropic_native,anthropic,false,3,1024,1200,600,5,25,0.063000,
1.2,VIOP-05-NULL__base__horizon-silent--open--deepseek-deepseek-v4-pro,VIOP-05-NULL__base__horizon-silent,VIOP-05-NULL,VIOP-05,null,base,open,foxset_clinical,deepseek/deepseek-v4-pro,deepseek/deepseek-v4-pro-20260423,openrouter,DeepSeek,false,3,1024,1200,600,0.435,0.87,0.003132,
1.2,VIOP-05-NULL__base__horizon-silent--open--openai-gpt-5-6-sol,VIOP-05-NULL__base__horizon-silent,VIOP-05-NULL,VIOP-05,null,base,open,foxset_clinical,openai/gpt-5.6-sol,openai/gpt-5.6-sol-20260709,openrouter,OpenAI,false,3,1024,1200,600,5,30,0.072000,
1.2,VIOP-05-NULL__base__horizon-silent--open--openai-gpt-5-6-terra,VIOP-05-NULL__base__horizon-silent,VIOP-05-NULL,VIOP-05,null,base,open,foxset_clinical,openai/gpt-5.6-terra,openai/gpt-5.6-terra-20260709,openrouter,OpenAI,false,3,1024,1200,600,1,6,0.014400,
1.2,VIOP-05-NULL__base__horizon-silent--open--qwen-qwen3-5-397b-a17b,VIOP-05-NULL__base__horizon-silent,VIOP-05-NULL,VIOP-05,null,base,open,foxset_clinical,qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b-20260216,openrouter,Alibaba,false,3,4096,1200,600,0.39,2.34,0.005616,
